id,Completed,Last page seen,Start language,0,Course type,Course name,1.1.1 [Other],1.1.2,1.1.2 [Other],Graduated,Start year,Finish year,1.4.1 [University 1] Name,1.4.1 [University 2] Name,1.4.1 [University 3] Name,Nationality,Other nationality,Second nationality,Age,Gender,2.1.4 [Housing],2.1.4 [Visa/Residence Permit],2.1.4 [Banking],2.1.4 [Language Courses],2.1.4 [Health/Insurance],2.1.4 [Recreation],2.1.4 [Issues related to your family and their relocation],2.1.4 [Estimation of living expenses],2.1.4 [Local Transportation],2.1.5 [Housing],2.1.5 [Visa/Residence Permit],2.1.5 [Banking],2.1.5 [Language Courses],2.1.5 [Health/Insurance],2.1.5 [Recreation],2.1.5 [Issues related to your family and their relocation],2.1.5 [Estimation of living expenses],2.1.5 [Local Transportation],2.1.6 [Housing],2.1.6 [Visa/Residence Permit],2.1.6 [Banking],2.1.6 [Language Courses],2.1.6 [Health/Insurance],2.1.6 [Recreation],2.1.6 [Issues related to your family and their relocation],2.1.6 [Estimation of living expenses],2.1.6 [Local Transportation],2.2.4 [Enrolling in classes ],2.2.4 [Performance Reqs.],2.2.4 [Standards of Behaviour],2.2.4 [Evaluation Methods and Timetable],2.2.4 [Course Content],2.2.4 [Fieldwork],2.2.5 [Enrolling in classes ],2.2.5 [Performance Reqs.],2.2.5 [Standards of Behaviour],2.2.5 [Evaluation Methods and Timetable],2.2.5 [Course Content],2.2.5 [Fieldwork],2.2.6 [Enrolling in classes ],2.2.6 [Performance Reqs.],2.2.6 [Standards of Behaviour],2.2.6 [Evaluation Methods and Timetable],2.2.6 [Course Content],2.2.6 [Fieldwork],2.3.1 [Faculty],2.3.1 [Course administrators],2.3.1 [University resources],2.3.1 [International Student Office],2.3.1 [Student Associations],2.3.1 [Other Students],2.3.2 [Faculty],2.3.2 [Course administrators],2.3.2 [University resources],2.3.2 [International Student Office],2.3.2 [Student Associations],2.3.2 [Other Students],2.3.3 [Faculty],2.3.3 [Course administrators],2.3.3 [University resources],2.3.3 [International Student Office],2.3.3 [Student Associations],2.3.3 [Other Students],2.5.1 [University 1],2.5.1 [University 2],2.5.1 [University 3],2.5.2. How could your orientation and integration experience (either professional or personal) have been improved in any way?,3.1 [I could approach my course coordinator with questions or problems related to my studies and mobility experience.],3.1 [My course coordinator referred me to appropriate university administrative resources as needed.],3.1 [I felt confident that my course coordinator would follow up on any unresolved administrative issues or questions after addressing these with him/her.],4.1.1. Formalized feedback system: All universities combined,4.1.2. Formalized feedback system: Consortium,4.2.1 [Quality of the courses provided  ],4.2.1 [Quality of the services offered],4.2.2 [Quality of the courses provided  ],4.2.2 [Quality of the services offered],4.2.3 [Quality of the courses provided  ],4.2.3 [Quality of the services offered],4.3. Describe course feedback channels,4.5. Procedure for raising issues with the entire consortium,4.6. Consortium implementing recommendaions given by students,4.6 - Comment,4.7. Recommendation to improve feedback channels,5.1.1 [Academic Support],5.1.1 [Administrative Support],5.1.2 [Academic Support],5.1.2 [Administrative Support],5.1.3 [Academic Support],5.1.3 [Administrative Support],5.2 [My lecturers provided me enough time for individual consultations.],5.2 [My lecturers were available by email and responded in a timely manner.],5.2 [My supervisor provided valuable advice during my thesis work.],5.2 [Standby professors were available for consultation if the lead supervisor was unavailable.],6.1. Awareness over te existance of EMA,6.2. Awareness over the possibility of each course to elect an EMA course representative,6.3. Most important issue to be addressed by course representative,7.1. Three most important aspects of student experience that could be improved,7.2. Additional comments and suggestions,8.1. Overall academic quality,8.2. Overall balance of course workload,8.3. Consistency of assessment,8.4. Quality of internship,8.5. Use of innovative technologies,8.6. Understanding the state of the art of your discipline,8.7. Balance of academic mobility path in relation to academic needs,9.1. Achievement beyond expectations,"9.2. Provision of certificates, transcripts etc",9.3. Enhancement of employment,9.4. Information about degree and certificates,9.5. Provision of soft skills,9.6. Provision of monthly allowance
681,1980-01-01 00:00:00,13,en,130887roha,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Good,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,through the students' representative that was choosen from among the students by the students,Yes,"when we wanted to attend the WTO Day 2012 in Gran Canaria and we couldn't register as students, the consortium helped us find a way to register so we can participate and supported our initiave with great entuziasm. When we recommended that This event should become an EMTM students activity they promoted it to the following generation",I consider the anonymus survey if fair,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Agree,Yes,Yes,fundings,scholarship cat. B could be higher because of the expenses in Denmark,"more students without financial support, should have the opportunity to have this experience",Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good
3389,1980-01-01 00:00:00,13,en,141277watr,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Adequate,Good,Adequate,Inadequate,Adequate,Inadequate,,Inadequate,Adequate,Good,Good,Good,Inadequate,Good,Good,,Adequate,Adequate,Good,Good,Excellent,Good,Good,Adequate,,Adequate,Adequate,Good,Inadequate,Inadequate,Very inadequate,Adequate,Inadequate,Good,Adequate,Adequate,Good,Good,Good,Excellent,Good,Good,Excellent,Good,Good,Adequate,Adequate,Good,Adequate,Adequate,Inadequate,Adequate,Good,Adequate,Inadequate,Adequate,Good,Adequate,Good,Good,Good,Inadequate,Inadequate,Adequate,Good,Excellent,,Agree,Agree,Agree,"Yes, all universities do",Yes,Somewhat,Somewhat,Yes,Yes,Yes,Yes,Adequate,"Email directly, facebook, feedback survey",,"Mostly  if they do, it will take effect to the next generation.",,Adequate,Inadequate,Adequate,Good,Good,Good,Agree,Agree,Strongly agree,,Yes,Yes,,,,Good,Good,Adequate,Very inadequate,Good,Adequate,Good,Good,Good,Adequate,Good,Excellent,Good
1986,,7,en,15/07/1989,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,,,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Adequate,Adequate,Adequate,,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Adequate,Adequate,,,,,,,,,,,,,Good,Good,Good,Good,Good,Good,,,,,,,,,,,,,Adequate,,,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",I am not sure,No,No,,,,,Strong,,Yes,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,
1397,1980-01-01 00:00:00,13,en,150288NUCA,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,,Good,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,,Excellent,Excellent,Excellent,,Excellent,Good,,Excellent,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,,,Good,Excellent,Excellent,Excellent,"sometimes it was too intense. maybe including some more days will make us enjoy, learn and assimilate more properly",Strongly agree,Agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,"well, there was a class representative who was the responsible to bring up the matter to the consortium either through a formal letter, formal email or by a meeting.",Yes,whenever possible,send the link of the questionnaire to our emails as sometimes going to the website of the university was commplicated when we were in a new one.,Good,Good,Good,Excellent,Excellent,Excellent,Agree,Agree,Strongly agree,Neutral,Yes,Yes,satisfaction of students balance between academic work and course content future careers,accommodation system in denmark once we had to move out.  the distribution of the courses between the three semesters not well balanced,EMTM is missing a job stock.  Collaboration with institutions or organizations could provide practical topics for thesis and possible internships /jobs.,Excellent,Inadequate,Excellent,No answer,Adequate,Good,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,Adequate
1774,1980-01-01 00:00:00,13,en,160289mala,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Excellent,Good,Excellent,Excellent,Good,,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,/,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Somewhat (weak or unclear systems),Yes,Yes,Yes,Yes,Yes,Yes,Very strong,Contact directly the coordinator or director of the programme at each university. We also have a class representative for this matters where he attends the meeting of the consortium and raises maters of concern of the students of the programme,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,,Strongly agree,Yes,Yes,The issues how to improve the program in future and make it more visible to universities across the globe,- more interaction with locals - more responsibility on all the students (not only representatives) how to raise the awareness of the program,,Excellent,Good,Excellent,No answer,Good,Excellent,Excellent,,,,Adequate,Excellent,Excellent
3316,1980-01-01 00:00:00,13,en,170287GUFE,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Inadequate,Inadequate,Adequate,Adequate,Good,,Adequate,Adequate,Excellent,Excellent,Adequate,Good,Good,Excellent,,Excellent,Good,Adequate,Good,Good,Good,Adequate,Good,,Good,Adequate,Excellent,Excellent,Excellent,Adequate,Good,Adequate,Excellent,Good,Good,Adequate,Good,Adequate,Excellent,Good,Good,Excellent,Good,Excellent,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Agree,"Some do, other do not",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,Talk to the immediate course coordinator.,Yes,,,Good,Inadequate,Excellent,Excellent,Excellent,Excellent,Agree,Strongly agree,Agree,Neutral,Yes,Yes,Mobility between countries,co-learning multicultural personal development,,Excellent,Excellent,Good,Adequate,Good,Excellent,Adequate,Excellent,Inadequate,Excellent,Inadequate,Excellent,Adequate
1326,1980-01-01 00:00:00,13,en,170886JOKO,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,through class representative,Yes,,,Excellent,Good,Excellent,Good,Excellent,Good,Strongly agree,Strongly agree,Agree,Agree,Yes,No,,- IT system of the universities (English version of the websites) - connection with praxis - accommodation issues at arrival,,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Excellent,Good
164,1980-01-01 00:00:00,13,en,180289KOVI,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Excellent,Excellent,Good,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Adequate,Excellent,Excellent,Excellent,Excellent,Good,Adequate,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Excellent,"I was overall very satisfied by the efforts of all universities to integrate us. The only change I would suggest would be to get introduced to more local students, maybe through the organizing of a common event, party or activity. It seemed like all the activities were tailor-made for our class, which was nice but did not give us the chance to mix with locals.",Strongly agree,Strongly agree,Agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,"All three universities gave us evaluation forms not only at the end of each semester, but also at the end of each class. Apart from that, the main coordinator but also all the member of the consortium were available both by email and even live, if geographically that was possible. It was very easy to get access to their offices, talk to them and bring up any issue that might have arisen. Also, the secretariat was extremely helpful, replying to all requests within a maximum of 48 hours. In general there was always an easy way to bring up an issue, if needed.",Yes,"In my generation we made some comments about changing a few classes or professors that we found as being inadequate for the level of the program. After visiting myself the classroom of the next generation, I saw that they had already implemented changes, changed the professor and the curriculum for this class.","Honestly, I think the channels are enough. The only recommendation for change that I would make would be that the consortium imforms us of how they are planning to change things, depending on our feedback, so that the change is more noticeable and tangible, because sometimes it happens within a year's time and it gets implemented only from the next generation on, without us noticing, so letting us know in advance what they are working on might be a good idea, so that we feel even more connected.",Excellent,Good,Excellent,Excellent,Good,Excellent,Agree,Strongly agree,Strongly agree,Agree,Yes,Yes,"I think the main issue that most Erasmus Mundus programs are facing currently is the issue of promotion, so that the programs can be sustainable in the long run, even if the number of scholarships provided are cut for financial reasons. Also, it would be nice to bring up the issue of internships, as part of the course (it currently is not necessary to do an internship to graduate). The representatives should try to raise awareness of these two issues, creating interest of other students to look for partners, sponsors and so on to cover both needs.","The only aspect that I would improve would be to be a little more aware of the evaluation system in some classes. Since some of the classes were taught by more than one professor, sometimes it was not clear until the last moment how the grading would be decided.   I honestly cannot think of 2 more aspects, simply because in general I was very satisfied with the overall experience and I would repeat it, if I could.","EMTM was a life-changing experience for me, which taught me not only about tourism, but life itself. I felt surrounded by an amazing team of people, whose spirit to create was shining bright and I saw places and events of the world that other people would not even dream of. I feel blessed everyday about this experience and I would relive it, if possible.",Excellent,Excellent,Good,Adequate,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent
1305,1980-01-01 00:00:00,13,en,190588KAGE,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,"Having ambassadors in our course that are from the specific countries and regions that we travelled to throughout the two years, was one of the most beneficial experiences provided by the consortium. I cannot think of a better way of being integrated into the different environments.",Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,"Currently, this would either work through the course representative or country ambassador depending on the situation who will be in direct contact with the consortium coordinator. He will then contact the three consortium directors who will be informed of the matter. If the matter is urgent or very personal and does not concern other classmates, he/she will then directly contact the course coordinator.",Yes,"I feel like all our concerns have been taken into account. We have given suggestions on more practical work and field trips are now organised and used as learning opportunities. We were even encouraged to give recommendations on beneficial activities, which are then considered by the consortium and oftentimes coordinated and even partly funded. However, long-term changes will have to be evaluated by future generations since I do not know which recommendations have lead to changes of the programme that I am participating in now.","There are no possible recommendations I could give. We evaluate every course individually and after the whole semester, we evaluate every university separately. There is an annual meeting where the course representative or ambassador can give feedback to the consortium and we can always do it on a personal basis via email or meeting with the course coordinator.",Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,,Yes,Yes,The ideas and interests of his/her fellow students especially in relation to future employment opportunities and professional life by creating networks and learning from other member's life experiences.,Creating a tighter link with the industry by for example creating internship opportunities for students and using the brand of EMTM to attract future employers that realize the quality of the programme. Creating more scholarships for students on the basis of grades and overall study performance and not on the initial application only.,I am very happy with the overall organization of this course of study as it creates and opportunity of a lifetime and encouraged me to learn in an international context.,Excellent,Good,Excellent,Adequate,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Good
1245,1980-01-01 00:00:00,13,en,200288elsi,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,"I was very happy with the orientation in all universities. They were very different, but they corresponded to our needs at a given semester. In my opinion, this became possible, since EMTM has an obligatory mobility track. Of course, all orientation weeks introduced us to the campus and curriculum, but they also offered something extra. In the 1st university orientation was focused on teambuilding, in the 2nd university it was about research and information search, in the 3rd university we had an inspiring industry day.",Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,Contact EMTM Administrative Programme Coordinator (Xavier Palomares-Cano),Yes,There were some new curricular and or/extracurricular activities. From the previous generation we know that it was partly thanks to their suggestions.,,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Yes,Yes,"Recognition of the program in the industry, job opportunities, opportunities for postgraduate reunions to discuss the development of the industry, opportunities for social networking.",Further strengthen cooperation with the industry. Provide advise on the future careers both in the academic and industrial environment.,,Excellent,Good,Good,Adequate,Excellent,Excellent,Excellent,,,,Excellent,Excellent,Excellent
1969,1980-01-01 00:00:00,13,en,200489NARI,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Adequate,Good,Good,Adequate,Excellent,Good,,Good,Good,Adequate,Excellent,Good,Adequate,Adequate,Adequate,,Excellent,Adequate,Excellent,Adequate,Excellent,,Adequate,Good,,Good,Good,Good,Good,Good,Good,Adequate,Good,Good,Good,Good,Good,Good,Good,Good,Good,Adequate,Good,Adequate,Excellent,Good,Good,Good,Excellent,Adequate,Adequate,Good,Good,Good,Good,Adequate,Adequate,Excellent,Excellent,Good,Good,Adequate,Adequate,Excellent,Excellent,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,Sending email to the coordinator,Yes,,,Good,Good,Good,Excellent,Excellent,Excellent,Agree,Agree,No answer,Agree,Yes,Yes,Togetherness of the group,,,Good,Adequate,Good,Good,Adequate,Good,Excellent,,,,Adequate,Good,Good
253,,6,en,201187ALPO,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Good,Good,Good,,Good,Good,,Inadequate,Adequate,Excellent,Excellent,,Excellent,Excellent,Good,,Excellent,Good,Good,Excellent,Excellent,,,Good,,Good,Good,Good,Good,Good,Inadequate,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,,Good,Excellent,Good,Excellent,Excellent,Good,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,"I believe that in Denmark there could have been some improvements made in terms of course schedule. There have been to few classes on a weekly basis, and no practical experience unlike the other two universities which have provided us with different field applications.",Strongly agree,Strongly agree,Strongly agree,,,,,,,,,,,,,,,,,,,,,,,,N/A,N/A,,,,,,,,,,,,,,,,
3135,1980-01-01 00:00:00,13,en,211089LEMO,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Inadequate,,Inadequate,Adequate,,,,,Inadequate,Good,,,,,,,,,,,,,,,,,,Good,Good,Good,Good,Adequate,Adequate,,,,,,,,,,,,,Adequate,Inadequate,Adequate,Adequate,Inadequate,Inadequate,,,,,,,,,,,,,Good,,,,Agree,,,Somewhat (weak or unclear systems),I am not sure,Yes,I am not sure,,,,,I am not sure,Write an email to them.,,,,Adequate,Adequate,,,,,Agree,Agree,Agree,,Yes,Yes,,Housing and moving around information. Organisation of everything takes up too much time.,,Adequate,Good,Good,Inadequate,Adequate,Good,No answer,,,,Adequate,Good,No answer
1606,1980-01-01 00:00:00,13,en,211089Sira,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Adequate,Adequate,,Inadequate,,Adequate,,Adequate,Adequate,Excellent,Good,,Inadequate,,Good,,Good,Excellent,Good,Excellent,,Good,,Excellent,,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,Excellent,Excellent,"we had great introductury programs with city tours, language introduction, etc.",Strongly agree,Strongly agree,Agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very strong,"Give it to the course's student representative, who is invited to consortium meetings.",Yes,"Already in the next generation we could see some recommendations in practice, such as more practical projects.",,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Strongly agree,,Yes,Yes,"The interest's of the Erasmus Mundus Programs, the specific program you are enrolled in to strengthen the brand Erasmus Mundus and ideas exchange with other programs",Some coordination issues among the 3 universities.,,Excellent,Excellent,Excellent,No answer,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,No answer
2714,1980-01-01 00:00:00,13,en,221282GEET,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Girona,University of Ljubljana,University of Southern Denmark,,,,,,Excellent,Excellent,Good,Good,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Excellent,Good,Good,Good,Excellent,Good,Excellent,Good,Good,Good,Excellent,Excellent,Excellent,I am totally happy with how all the universities in the consortium handled the orientation program for us. The responsible individuals were very supportive in helping us to get easily familiarized with our new environment.,Strongly agree,Strongly agree,Agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,We have administrative secretary based in Girona University (the coordinating institution)which handles issues concerning the entire consortium,Yes,,I personally recommend the consortium to summarize student feedback gathered from the participating institutions and implement the feasible ones and communicate to students.,Excellent,Excellent,Excellent,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,Agree,Agree,Yes,Yes,-promotion of the programme -trying to create link with industry for internship  and job opportunities,facilitating internship opportunities creating links with industry,"Generally, i am quite satisfied with the quality of education and services I got in all the three universities. The university staff, both the academic and administrative staff, were super supportive. They made the learning process quite enjoyable. I got a life changing experience because of the university people and my lovely classmates.",Good,Good,Good,Good,Good,Excellent,Excellent,Good,Good,No answer,Good,Excellent,Excellent
2991,1980-01-01 00:00:00,13,en,23/09/91,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Excellent,Good,Good,Good,Good,Good,,Good,Good,Good,Excellent,Good,Excellent,Excellent,Excellent,,Excellent,Excellent,Excellent,Excellent,Good,Excellent,Excellent,Excellent,,Good,Excellent,Excellent,Good,Good,Good,Good,Excellent,Good,Good,Good,Adequate,Good,Excellent,Good,Good,Good,Good,Excellent,Excellent,Excellent,Adequate,Excellent,Excellent,Good,Good,Excellent,Good,Excellent,Excellent,Good,Good,Excellent,Excellent,Good,Excellent,Good,Excellent,Good,Good,Excellent,,Strongly agree,Strongly agree,Strongly agree,"Yes, all universities do",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Strong,He or she has to refer to the representative of the class in order that he will contact the coordinator to solve this matter.,Yes,"It feels that they take into consideration recommendations and feedback. They are really concerned and take care of the students, the classes...",,Good,Excellent,Good,Excellent,Excellent,Excellent,Strongly agree,Strongly agree,,,Yes,Yes,,"In my opinion,one point that could be improved is a better distribution of the subjects between the different universities. Otherwise I don't have any other particular aspect that could be improved except maybe the cost of living in Denmark but even so it is balanced the second semester while we are in Slovenia.",The distribution of classes is adequate but if I had to mention in my opinion what would suit better for certain things: It would be more efficient and more adpated for students to take certain classes the first semester and others the second.,Excellent,Good,Good,No answer,Excellent,Good,Good,,,,Good,Excellent,Good
2349,1980-01-01 00:00:00,13,en,230387RIAN,Master course,EMTM - European Master in Tourism Management,,,,,,,University of Southern Denmark,University of Ljubljana,University of Girona,,,,,,Very inadequate,Good,Adequate,Adequate,Good,Adequate,Adequate,Inadequate,Inadequate,,Good,Adequate,Adequate,Good,Adequate,Adequate,Adequate,Adequate,Very inadequate,,Adequate,Adequate,Adequate,Good,Adequate,Inadequate,Adequate,Very inadequate,Very inadequate,Very inadequate,Very inadequate,Adequate,Inadequate,Good,Good,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Adequate,Inadequate,Adequate,Very inadequate,Very inadequate,Very inadequate,Inadequate,Very inadequate,Inadequate,Good,Excellent,Adequate,Adequate,Adequate,Adequate,Adequate,Good,Adequate,Adequate,Adequate,Adequate,Very inadequate,Excellent,Excellent,,Agree,Agree,Agree,"Yes, all universities do",Somewhat (weak or unclear systems),Yes,Yes,Yes,Yes,Yes,Yes,Very Weak,,No,,,Very inadequate,Very inadequate,Adequate,Excellent,Adequate,Excellent,Neutral,Neutral,Neutral,Neutral,Yes,Yes,opinion gathering from each student,housing infomation support (uni 1) disorganized timeschedule(uni 2) inefficient course schedule(uni 3),,Adequate,Adequate,Inadequate,Adequate,Good,Adequate,Inadequate,,,,Adequate,Good,Inadequate
